Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
36012,GreenLife Organic Soap,Beauty,Biodegradable,82.79,70.83,Partially Sustainable,Low,Energy Star,None,Recyclable,30.29,In Stock,GreenChoice
23080,EcoSmart Reusable Planner,Office Supplies,Organic,88.78,73.15,Partially Sustainable,High,USDA Organic,None,Recyclable,161.23,In Stock,EnviroGoods
44926,EcoSmart Recycled Fabric Scarf,Clothing,Low-Waste,3.8,33.71,Non-Sustainable,Medium,None,None,Low Carbon,371.0,Out of Stock,GreenChoice
9001,SustainPlus Cruelty-Free Moisturizer,Beauty,Low-Waste,4.75,61.22,Non-Sustainable,High,None,None,Recyclable,301.61,Out of Stock,GreenChoice
49514,SustainPlus Water Purifier,Home Appliances,Low-Waste,64.62,177.45,Non-Sustainable,High,FSC,None,Low Carbon,435.67,In Stock,EcoBrand
49825,EcoEssentials Recycled Tent,Outdoor,Organic,32.2,166.96,Sustainable,Low,Fair Trade,ISO 14001,Low Carbon,62.15,Out of Stock,GreenChoice
17543,GreenLife LED Light Bulb,Electronics,Low-Waste,53.25,88.72,Non-Sustainable,Medium,None,None,Eco-Certified,109.18,Out of Stock,CleanEarth
39447,PureEarth Vegan Lip Balm,Beauty,Low-Waste,38.22,13.01,Partially Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,311.67,In Stock,GreenChoice
24863,SustainPlus Hemp Jacket,Clothing,Organic,2.93,17.67,Partially Sustainable,Medium,None,ISO 14001,Organic,461.5,Out of Stock,NaturePro
30026,EcoEssentials Recycled Tent,Outdoor,Energy-Efficient,36.86,144.27,Non-Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,414.94,Out of Stock,EcoBrand
20040,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,57.77,20.13,Partially Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,338.62,Out of Stock,EcoBrand
34114,GreenLife LED Light Bulb,Electronics,Low-Waste,7.76,105.36,Sustainable,Medium,None,None,Recyclable,201.45,Out of Stock,EnviroGoods
19872,EcoEssentials Recycled Notebook,Office Supplies,Low-Waste,37.96,78.81,Non-Sustainable,Low,Fair Trade,None,Eco-Certified,44.22,Out of Stock,EcoBrand
7018,PureEarth Vegan Lip Balm,Beauty,Recyclable,91.13,54.03,Partially Sustainable,High,Energy Star,None,Low Carbon,208.47,Out of Stock,GreenChoice
16018,SustainPlus Cruelty-Free Moisturizer,Beauty,Organic,54.53,93.53,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,155.43,Out of Stock,CleanEarth
1476,PureEarth Recycled Blender,Home Appliances,Energy-Efficient,49.16,190.87,Non-Sustainable,Medium,Energy Star,None,Recyclable,59.68,Out of Stock,EcoBrand
35041,GreenLife Solar Lantern,Outdoor,Biodegradable,28.62,41.62,Partially Sustainable,High,None,ISO 14001,Energy Efficient,248.68,Out of Stock,EnviroGoods
37319,EcoSmart Energy-Efficient Speaker,Electronics,Energy-Efficient,55.97,60.56,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,64.34,Out of Stock,CleanEarth
4758,SustainPlus Almond Milk,Food,Renewable Material,36.71,64.82,Non-Sustainable,Medium,FSC,None,Energy Efficient,236.25,In Stock,EnviroGoods
26697,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,95.65,133.2,Non-Sustainable,Medium,USDA Organic,None,Recyclable,419.16,Out of Stock,SustainCo
2451,GreenLife LED Light Bulb,Electronics,Organic,15.68,148.94,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,358.11,Out of Stock,CleanEarth
38703,PureEarth Camping Stove,Outdoor,Renewable Material,71.26,163.85,Non-Sustainable,Medium,FSC,ISO 14001,Low Carbon,204.0,In Stock,SustainCo
31970,EcoEssentials Energy-Saving Kettle,Home Appliances,Organic,79.1,147.23,Non-Sustainable,Low,Energy Star,ISO 14001,Organic,290.09,In Stock,CleanEarth
34070,SustainPlus Cruelty-Free Moisturizer,Beauty,Recyclable,92.78,95.79,Non-Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,103.24,In Stock,EcoBrand
23161,EcoEssentials Natural Shampoo,Beauty,Renewable Material,95.08,79.99,Sustainable,High,Fair Trade,ISO 14001,Low Carbon,303.93,In Stock,CleanEarth
30805,GreenLife Cotton Socks,Clothing,Biodegradable,92.45,175.0,Sustainable,Low,Energy Star,ISO 14001,Recyclable,272.71,In Stock,CleanEarth
49196,EcoSmart Organic Green Tea,Food,Low-Waste,63.51,177.56,Non-Sustainable,High,USDA Organic,ISO 14001,Organic,422.67,Out of Stock,NaturePro
13030,EcoSmart Energy-Efficient Speaker,Electronics,Low-Waste,80.91,194.21,Sustainable,Medium,None,ISO 14001,Recyclable,119.02,Out of Stock,GreenChoice
39591,SustainPlus Water Purifier,Home Appliances,Recyclable,60.44,161.21,Partially Sustainable,High,FSC,None,Organic,63.35,In Stock,GreenChoice
45951,SustainPlus Hiking Backpack,Outdoor,Organic,86.14,101.18,Non-Sustainable,High,FSC,None,Low Carbon,468.33,In Stock,SustainCo
1908,EcoSmart Organic Green Tea,Food,Low-Waste,18.02,175.96,Sustainable,High,FSC,ISO 14001,Eco-Certified,417.8,Out of Stock,GreenChoice
9730,SustainPlus Hiking Backpack,Outdoor,Renewable Material,83.22,165.99,Partially Sustainable,Medium,Energy Star,ISO 14001,Low Carbon,52.68,Out of Stock,SustainCo
24354,GreenLife Solar Fan,Home Appliances,Energy-Efficient,90.03,45.87,Sustainable,High,None,ISO 14001,Low Carbon,470.36,In Stock,CleanEarth
3769,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,14.68,101.18,Partially Sustainable,Medium,FSC,ISO 14001,Recyclable,287.32,Out of Stock,NaturePro
48653,EcoSmart Energy-Efficient Speaker,Electronics,Biodegradable,39.22,160.66,Partially Sustainable,Low,Energy Star,None,Organic,262.86,In Stock,EnviroGoods
14859,PureEarth Vegan Lip Balm,Beauty,Renewable Material,77.17,88.54,Partially Sustainable,Medium,FSC,None,Organic,241.23,Out of Stock,GreenChoice
32327,GreenLife Solar Fan,Home Appliances,Organic,32.39,62.34,Partially Sustainable,Medium,Energy Star,None,Recyclable,334.87,Out of Stock,CleanEarth
35386,PureEarth Recycled Paper,Office Supplies,Biodegradable,80.59,96.79,Partially Sustainable,Medium,Fair Trade,ISO 14001,Organic,469.12,Out of Stock,SustainCo
45901,GreenLife Gluten-Free Pasta,Food,Organic,4.53,171.98,Sustainable,Low,None,ISO 14001,Energy Efficient,106.91,Out of Stock,NaturePro
5824,GreenLife Solar Fan,Home Appliances,Renewable Material,95.34,191.38,Partially Sustainable,Medium,None,None,Eco-Certified,97.13,Out of Stock,EnviroGoods
29880,PureEarth Vegan Lip Balm,Beauty,Low-Waste,37.66,182.73,Non-Sustainable,High,FSC,None,Energy Efficient,269.65,Out of Stock,SustainCo
2016,PureEarth Vegan Chocolate,Food,Renewable Material,90.53,187.98,Sustainable,Medium,Fair Trade,None,Low Carbon,395.23,In Stock,EnviroGoods
19824,GreenLife Solar Lantern,Outdoor,Renewable Material,56.3,110.7,Partially Sustainable,High,Fair Trade,None,Organic,305.6,In Stock,NaturePro
19529,GreenLife Organic Soap,Beauty,Low-Waste,13.71,16.7,Partially Sustainable,Low,Energy Star,None,Organic,389.4,Out of Stock,GreenChoice
40683,EcoSmart Energy-Efficient Speaker,Electronics,Recyclable,87.94,43.45,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,270.94,Out of Stock,NaturePro
49355,PureEarth Laptop,Electronics,Biodegradable,36.4,82.94,Partially Sustainable,Low,Energy Star,ISO 14001,Organic,221.51,Out of Stock,EcoBrand
25745,EcoEssentials Recycled Tent,Outdoor,Recyclable,98.14,103.95,Non-Sustainable,High,Energy Star,None,Eco-Certified,154.5,Out of Stock,GreenChoice
14329,GreenLife LED Light Bulb,Electronics,Renewable Material,26.16,50.83,Non-Sustainable,High,None,ISO 14001,Low Carbon,405.39,Out of Stock,CleanEarth
2728,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,22.83,40.56,Sustainable,Low,USDA Organic,ISO 14001,Energy Efficient,169.46,Out of Stock,CleanEarth
45498,GreenLife LED Light Bulb,Electronics,Low-Waste,87.74,170.26,Non-Sustainable,High,FSC,None,Energy Efficient,72.39,In Stock,SustainCo
17895,EcoEssentials Organic Coffee,Food,Low-Waste,73.72,34.37,Partially Sustainable,High,Energy Star,None,Energy Efficient,177.73,In Stock,EcoBrand
10904,EcoSmart LED Lamp,Home Appliances,Low-Waste,16.18,100.9,Sustainable,Medium,Energy Star,None,Low Carbon,269.89,Out of Stock,NaturePro
39414,EcoEssentials Organic Coffee,Food,Renewable Material,1.08,177.99,Non-Sustainable,Medium,FSC,None,Low Carbon,262.93,Out of Stock,EcoBrand
4927,EcoSmart Aloe Vera Gel,Beauty,Renewable Material,69.18,72.36,Partially Sustainable,High,None,None,Low Carbon,136.78,Out of Stock,CleanEarth
29377,GreenLife Cotton Socks,Clothing,Biodegradable,29.02,85.48,Partially Sustainable,Low,USDA Organic,None,Recyclable,5.63,In Stock,EcoBrand
7441,SustainPlus Almond Milk,Food,Renewable Material,94.67,103.58,Partially Sustainable,Medium,FSC,ISO 14001,Recyclable,389.67,Out of Stock,GreenChoice
38280,EcoSmart LED Lamp,Home Appliances,Biodegradable,79.39,76.15,Sustainable,Medium,USDA Organic,None,Eco-Certified,241.95,In Stock,EcoBrand
43247,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,99.56,23.07,Non-Sustainable,Low,None,None,Eco-Certified,407.23,Out of Stock,EcoBrand
33702,SustainPlus Eco-Friendly Stapler,Office Supplies,Organic,99.07,136.36,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,406.2,Out of Stock,GreenChoice
1604,SustainPlus Hemp Jacket,Clothing,Low-Waste,71.82,85.76,Sustainable,High,Energy Star,None,Recyclable,420.09,In Stock,EnviroGoods
21757,SustainPlus Water Purifier,Home Appliances,Recyclable,52.63,194.6,Non-Sustainable,Medium,FSC,ISO 14001,Low Carbon,174.61,In Stock,GreenChoice
20554,SustainPlus Water Purifier,Home Appliances,Biodegradable,70.77,184.01,Non-Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,36.16,Out of Stock,CleanEarth
40319,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,61.54,121.57,Non-Sustainable,Medium,FSC,ISO 14001,Eco-Certified,274.39,Out of Stock,SustainCo
23275,EcoSmart Reusable Planner,Office Supplies,Organic,50.77,184.72,Partially Sustainable,Low,Energy Star,None,Recyclable,227.74,In Stock,GreenChoice
3522,EcoEssentials Organic Coffee,Food,Renewable Material,49.1,43.1,Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,324.46,Out of Stock,EnviroGoods
19743,GreenLife Solar Lantern,Outdoor,Low-Waste,50.2,183.54,Sustainable,Medium,Energy Star,ISO 14001,Organic,396.07,Out of Stock,NaturePro
42177,GreenLife Cotton Socks,Clothing,Biodegradable,37.77,72.39,Non-Sustainable,Low,FSC,None,Energy Efficient,27.22,In Stock,NaturePro
33939,SustainPlus Water Purifier,Home Appliances,Energy-Efficient,79.94,46.19,Non-Sustainable,High,None,ISO 14001,Recyclable,22.61,In Stock,EcoBrand
20364,PureEarth Eco-Friendly Jeans,Clothing,Low-Waste,56.24,157.66,Partially Sustainable,Low,None,None,Eco-Certified,89.87,In Stock,SustainCo
1615,EcoEssentials Recycled Tent,Outdoor,Low-Waste,50.19,146.72,Partially Sustainable,High,Energy Star,None,Low Carbon,478.39,Out of Stock,GreenChoice
22569,SustainPlus Smart Thermostat,Electronics,Organic,75.91,197.52,Partially Sustainable,Low,None,ISO 14001,Energy Efficient,493.77,Out of Stock,CleanEarth
24797,EcoEssentials Solar Charger,Electronics,Low-Waste,79.29,73.34,Sustainable,High,Energy Star,ISO 14001,Recyclable,398.07,In Stock,GreenChoice
25093,EcoSmart Aloe Vera Gel,Beauty,Organic,69.96,107.19,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,400.95,Out of Stock,EnviroGoods
40257,PureEarth Eco-Friendly Jeans,Clothing,Energy-Efficient,55.06,47.41,Non-Sustainable,High,None,ISO 14001,Eco-Certified,381.2,In Stock,SustainCo
27505,GreenLife Solar Lantern,Outdoor,Biodegradable,67.11,144.3,Sustainable,Low,None,None,Organic,163.37,In Stock,SustainCo
25754,SustainPlus Smart Thermostat,Electronics,Recyclable,87.44,15.47,Partially Sustainable,Medium,None,ISO 14001,Eco-Certified,44.53,Out of Stock,EcoBrand
27195,EcoSmart Biodegradable Sleeping Bag,Outdoor,Organic,33.17,116.89,Non-Sustainable,Medium,Energy Star,ISO 14001,Energy Efficient,464.18,Out of Stock,EnviroGoods
17799,SustainPlus Almond Milk,Food,Renewable Material,47.01,51.87,Partially Sustainable,Medium,None,ISO 14001,Organic,469.97,Out of Stock,EcoBrand
11865,GreenLife Gluten-Free Pasta,Food,Low-Waste,40.33,63.71,Sustainable,Medium,Energy Star,ISO 14001,Organic,480.75,Out of Stock,CleanEarth
723,GreenLife Biodegradable Pen,Office Supplies,Organic,84.29,130.02,Partially Sustainable,Medium,FSC,None,Recyclable,302.04,In Stock,EnviroGoods
8112,PureEarth Vegan Lip Balm,Beauty,Low-Waste,38.68,36.54,Sustainable,Low,Fair Trade,ISO 14001,Energy Efficient,138.9,In Stock,EnviroGoods
25052,EcoSmart Organic Green Tea,Food,Recyclable,37.06,106.77,Non-Sustainable,Medium,FSC,None,Energy Efficient,374.3,In Stock,NaturePro
42217,EcoSmart Aloe Vera Gel,Beauty,Organic,9.73,170.21,Non-Sustainable,Low,Fair Trade,ISO 14001,Recyclable,363.98,Out of Stock,NaturePro
20768,EcoEssentials Solar Charger,Electronics,Low-Waste,82.78,154.71,Non-Sustainable,Medium,Fair Trade,None,Recyclable,187.22,In Stock,CleanEarth
22335,SustainPlus Hiking Backpack,Outdoor,Low-Waste,11.28,137.07,Sustainable,High,Energy Star,ISO 14001,Energy Efficient,139.24,In Stock,EcoBrand
23552,EcoEssentials Recycled Tent,Outdoor,Biodegradable,94.32,166.61,Sustainable,Low,Fair Trade,None,Energy Efficient,414.03,Out of Stock,EnviroGoods
48438,EcoSmart Energy-Efficient Speaker,Electronics,Recyclable,19.73,138.35,Sustainable,Low,None,ISO 14001,Energy Efficient,292.35,Out of Stock,CleanEarth
21453,GreenLife Cotton Socks,Clothing,Renewable Material,97.38,165.63,Non-Sustainable,High,Fair Trade,ISO 14001,Recyclable,70.25,In Stock,NaturePro
16308,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,7.31,175.29,Non-Sustainable,Medium,Fair Trade,None,Energy Efficient,94.86,In Stock,EnviroGoods
29325,EcoEssentials Recycled Tent,Outdoor,Renewable Material,79.03,64.22,Partially Sustainable,Medium,Energy Star,None,Organic,296.61,In Stock,GreenChoice
4514,PureEarth Vegan Chocolate,Food,Energy-Efficient,39.33,62.63,Sustainable,High,Fair Trade,None,Low Carbon,219.59,Out of Stock,CleanEarth
32775,PureEarth Recycled Blender,Home Appliances,Recyclable,60.41,18.06,Non-Sustainable,High,USDA Organic,None,Eco-Certified,434.69,Out of Stock,CleanEarth
15696,EcoEssentials Solar Charger,Electronics,Renewable Material,36.48,198.43,Non-Sustainable,High,Energy Star,None,Recyclable,186.17,Out of Stock,GreenChoice
48812,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,22.55,115.53,Non-Sustainable,High,Fair Trade,None,Eco-Certified,184.69,In Stock,EcoBrand
24102,SustainPlus Hiking Backpack,Outdoor,Biodegradable,9.57,131.72,Partially Sustainable,Medium,FSC,None,Eco-Certified,259.63,Out of Stock,NaturePro
17568,PureEarth Vegan Chocolate,Food,Biodegradable,37.18,68.24,Non-Sustainable,Low,Energy Star,ISO 14001,Recyclable,107.41,Out of Stock,NaturePro
3204,PureEarth Vegan Chocolate,Food,Recyclable,35.72,142.85,Partially Sustainable,Low,None,ISO 14001,Low Carbon,313.5,Out of Stock,CleanEarth
27871,GreenLife Solar Fan,Home Appliances,Biodegradable,46.65,76.91,Partially Sustainable,Low,FSC,None,Eco-Certified,326.66,In Stock,GreenChoice
34251,EcoEssentials Natural Shampoo,Beauty,Recyclable,12.47,123.17,Non-Sustainable,Low,None,None,Energy Efficient,95.39,In Stock,EnviroGoods
6053,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,51.27,44.37,Sustainable,Medium,Energy Star,None,Eco-Certified,311.3,In Stock,EnviroGoods
33731,EcoSmart Aloe Vera Gel,Beauty,Organic,79.48,22.61,Partially Sustainable,Medium,None,None,Organic,191.3,In Stock,GreenChoice
33736,PureEarth Vegan Lip Balm,Beauty,Energy-Efficient,26.94,145.63,Sustainable,High,Fair Trade,None,Energy Efficient,196.49,Out of Stock,EnviroGoods
41785,PureEarth Recycled Paper,Office Supplies,Recyclable,22.04,136.9,Non-Sustainable,Medium,USDA Organic,None,Low Carbon,6.98,Out of Stock,NaturePro
36380,PureEarth Eco-Friendly Jeans,Clothing,Energy-Efficient,72.38,59.87,Non-Sustainable,Medium,FSC,None,Recyclable,263.89,In Stock,EcoBrand
37052,GreenLife LED Light Bulb,Electronics,Recyclable,40.53,191.11,Sustainable,Low,Fair Trade,None,Recyclable,56.8,Out of Stock,GreenChoice
45285,EcoEssentials Recycled Tent,Outdoor,Biodegradable,43.39,149.54,Non-Sustainable,High,None,ISO 14001,Low Carbon,486.86,Out of Stock,CleanEarth
22612,GreenLife LED Light Bulb,Electronics,Biodegradable,10.04,109.42,Sustainable,Medium,Energy Star,ISO 14001,Low Carbon,481.52,In Stock,CleanEarth
15221,EcoSmart Organic Green Tea,Food,Recyclable,78.27,77.22,Non-Sustainable,Low,Energy Star,None,Recyclable,449.83,Out of Stock,NaturePro
46917,GreenLife Gluten-Free Pasta,Food,Low-Waste,34.43,12.06,Non-Sustainable,Low,Energy Star,None,Recyclable,435.22,In Stock,SustainCo
16478,SustainPlus Hiking Backpack,Outdoor,Energy-Efficient,12.3,104.3,Partially Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,81.08,In Stock,GreenChoice
32922,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,46.75,119.59,Partially Sustainable,High,Energy Star,None,Eco-Certified,323.3,In Stock,EcoBrand
10744,EcoEssentials Organic Coffee,Food,Renewable Material,87.13,109.45,Sustainable,High,None,ISO 14001,Eco-Certified,27.37,Out of Stock,GreenChoice
25718,EcoSmart LED Lamp,Home Appliances,Biodegradable,66.02,73.29,Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,491.74,In Stock,SustainCo
38805,EcoSmart LED Lamp,Home Appliances,Renewable Material,45.64,31.05,Non-Sustainable,High,None,None,Energy Efficient,156.95,In Stock,NaturePro
47666,EcoSmart LED Lamp,Home Appliances,Biodegradable,21.1,139.27,Non-Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,180.9,Out of Stock,NaturePro
47746,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,22.18,23.86,Non-Sustainable,High,Fair Trade,None,Eco-Certified,397.71,Out of Stock,NaturePro
8341,GreenLife LED Light Bulb,Electronics,Renewable Material,68.06,15.13,Non-Sustainable,Low,USDA Organic,None,Organic,377.22,Out of Stock,NaturePro
35858,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,50.6,135.78,Partially Sustainable,Medium,Fair Trade,ISO 14001,Organic,331.48,In Stock,NaturePro
13836,SustainPlus Almond Milk,Food,Organic,17.93,22.81,Partially Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,333.86,In Stock,EnviroGoods
8182,SustainPlus Almond Milk,Food,Renewable Material,14.04,40.61,Non-Sustainable,Low,FSC,ISO 14001,Organic,108.09,Out of Stock,GreenChoice
7607,GreenLife Solar Fan,Home Appliances,Organic,81.38,30.17,Sustainable,Low,Energy Star,ISO 14001,Low Carbon,184.37,In Stock,NaturePro
28890,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,4.6,141.88,Sustainable,Medium,Energy Star,None,Eco-Certified,422.09,In Stock,GreenChoice
19885,GreenLife Solar Lantern,Outdoor,Organic,23.84,16.88,Non-Sustainable,High,Fair Trade,None,Low Carbon,15.63,Out of Stock,EnviroGoods
26793,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,19.09,158.48,Sustainable,High,Energy Star,None,Eco-Certified,479.29,In Stock,EcoBrand
29964,PureEarth Vegan Chocolate,Food,Recyclable,16.55,198.86,Non-Sustainable,Low,Energy Star,None,Eco-Certified,278.67,In Stock,EnviroGoods
23209,SustainPlus Hiking Backpack,Outdoor,Biodegradable,4.43,90.1,Partially Sustainable,High,None,None,Organic,39.22,Out of Stock,EnviroGoods
26233,GreenLife Solar Lantern,Outdoor,Biodegradable,44.35,75.36,Non-Sustainable,Low,None,ISO 14001,Recyclable,274.76,Out of Stock,EnviroGoods
38973,PureEarth Vegan Lip Balm,Beauty,Biodegradable,54.22,24.35,Partially Sustainable,Low,None,None,Energy Efficient,436.56,Out of Stock,NaturePro
28627,EcoSmart Organic Green Tea,Food,Recyclable,8.35,191.74,Partially Sustainable,Low,Energy Star,ISO 14001,Energy Efficient,14.44,In Stock,SustainCo
3279,GreenLife Solar Lantern,Outdoor,Organic,67.15,20.41,Partially Sustainable,High,Fair Trade,None,Eco-Certified,188.45,Out of Stock,EcoBrand
9080,GreenLife LED Light Bulb,Electronics,Biodegradable,46.73,71.05,Sustainable,Low,None,ISO 14001,Eco-Certified,222.48,Out of Stock,EcoBrand
18570,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,20.05,144.75,Non-Sustainable,Medium,USDA Organic,None,Low Carbon,358.39,In Stock,EnviroGoods
43757,EcoSmart Recycled Fabric Scarf,Clothing,Organic,52.47,113.26,Non-Sustainable,Medium,Fair Trade,None,Energy Efficient,444.63,Out of Stock,GreenChoice
17688,PureEarth Recycled Paper,Office Supplies,Biodegradable,85.69,146.21,Non-Sustainable,High,USDA Organic,ISO 14001,Low Carbon,339.88,Out of Stock,NaturePro
5825,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,27.59,54.24,Non-Sustainable,Medium,Energy Star,None,Energy Efficient,13.05,Out of Stock,EnviroGoods
6146,EcoSmart Aloe Vera Gel,Beauty,Low-Waste,29.82,67.78,Partially Sustainable,High,Fair Trade,ISO 14001,Low Carbon,136.57,Out of Stock,CleanEarth
5161,EcoSmart Energy-Efficient Speaker,Electronics,Energy-Efficient,64.76,22.3,Sustainable,High,USDA Organic,ISO 14001,Low Carbon,23.38,In Stock,EnviroGoods
